user_id,day,phase,age_group,verification_nudge,interaction_limit,persuasive_notifications_reduced,ai_unavailable,ai_prompts_per_day,micro_checks_per_day,screen_time_hours,continuous_use_minutes,breaks_taken,verification_complexity,verification_rate,reliance_type,accept_without_check,error_rate,decision_latency_seconds,decision_latency_with_ai_sec,decision_latency_without_ai_sec,confidence_without_ai,eye_dryness_score,neck_pain_score,headaches_per_week,ai_for_social_messages,mood_checkins,emotional_support_requests,serious_topics_with_ai,pii_shared,harmful_exposure_count,ai_reliance_baseline,planning_skill,online_intensity
1,24,TO-BE,15-17,1,0,1,0,37,94,7.73,150.9,2,2,0.759,appropriate,0,0.239,221.5,222.0,219.9,3.45,6.34,5.27,5,0,0,1,0,0,0,0.609,0.629,0.55
1,25,TO-BE,15-17,1,1,0,0,26,90,7.71,136.4,0,3,0.442,appropriate,0,0.3,215.9,207.6,242.6,2.73,6.09,5.29,4,0,1,1,0,0,0,0.609,0.629,0.55
1,26,TO-BE,15-17,1,1,1,0,30,83,6.36,135.8,0,1,0.829,appropriate,0,0.127,164.5,170.4,145.6,2.86,6.12,4.36,2,0,0,1,0,0,0,0.609,0.629,0.55
1,27,TO-BE,15-17,1,1,1,0,25,90,8.27,102.0,6,1,0.777,appropriate,0,0.085,148.6,146.7,154.6,3.24,5.83,4.62,3,0,0,2,0,0,0,0.609,0.629,0.55
1,28,TO-BE,15-17,1,1,1,0,33,91,6.51,64.4,2,1,0.846,appropriate,0,0.073,157.1,131.8,238.5,3.42,4.33,3.79,1,0,0,2,1,0,0,0.609,0.629,0.55
1,29,TO-BE,15-17,1,1,1,0,31,87,7.7,88.2,0,1,0.856,appropriate,0,0.147,202.8,202.7,203.1,3.28,5.94,5.71,0,1,1,1,1,1,0,0.609,0.629,0.55
1,30,TO-BE,15-17,1,0,1,0,29,93,7.08,154.6,0,3,0.62,appropriate,0,0.3,197.5,195.8,203.0,3.76,5.58,5.25,2,0,3,3,0,0,0,0.609,0.629,0.55
2,1,AS-IS,15-17,0,0,0,0,25,89,7.54,84.1,3,2,0.669,appropriate,0,0.241,209.7,199.8,239.0,3.55,4.5,3.8,1,1,0,0,0,0,0,0.559,0.644,0.7
2,2,AS-IS,15-17,0,0,0,0,29,116,8.96,162.1,0,3,0.359,appropriate,0,0.3,256.2,251.8,268.8,3.31,7.67,5.91,2,1,3,0,0,0,0,0.559,0.644,0.7
2,3,AS-IS,15-17,0,0,0,0,43,126,9.06,141.3,0,3,0.428,appropriate,0,0.264,222.7,213.4,249.9,3.08,7.75,6.33,2,0,5,0,0,0,0,0.559,0.644,0.7
2,4,AS-IS,15-17,0,0,0,0,37,119,9.74,208.0,1,1,0.72,appropriate,0,0.1,219.5,217.9,224.5,3.62,8.16,7.44,3,0,0,0,0,1,0,0.559,0.644,0.7
2,5,AS-IS,15-17,0,0,0,0,46,140,10.0,174.0,0,1,0.719,appropriate,0,0.124,209.6,203.4,227.7,3.28,8.79,7.13,3,0,0,1,1,1,0,0.559,0.644,0.7
2,6,AS-IS,15-17,0,0,0,0,35,130,10.0,189.1,0,2,0.664,appropriate,0,0.174,202.8,178.5,274.0,3.56,8.64,7.23,3,1,1,1,0,0,0,0.559,0.644,0.7
2,7,AS-IS,15-17,0,0,0,0,36,93,8.72,179.4,3,3,0.446,appropriate,0,0.3,276.1,266.9,303.1,2.85,7.29,6.2,1,1,0,2,0,0,0,0.559,0.644,0.7
2,8,AS-IS,15-17,0,0,0,0,45,126,10.0,192.6,0,3,0.528,appropriate,0,0.3,265.6,261.0,279.1,3.56,8.22,7.88,5,0,0,0,0,0,0,0.559,0.644,0.7
2,9,AS-IS,15-17,0,0,0,0,33,100,8.53,114.1,2,2,0.647,appropriate,0,0.182,205.6,205.8,205.0,2.97,6.41,5.7,4,1,1,1,0,0,0,0.559,0.644,0.7
2,10,AS-IS,15-17,0,0,0,0,37,121,10.0,164.1,2,1,0.75,appropriate,0,0.082,219.7,212.4,241.3,2.84,7.63,7.19,2,0,2,0,0,0,0,0.559,0.644,0.7
2,11,AS-IS,15-17,0,0,0,0,39,114,9.31,146.4,0,2,0.548,appropriate,0,0.157,218.9,204.4,261.5,3.1,7.41,6.28,2,1,1,2,1,0,0,0.559,0.644,0.7
2,12,AS-IS,15-17,0,0,0,0,43,125,9.2,130.2,0,1,0.788,appropriate,0,0.043,181.3,170.1,214.4,3.25,7.11,6.55,5,1,0,2,0,0,0,0.559,0.644,0.7
2,13,AS-IS,15-17,0,0,0,0,37,129,10.0,181.6,0,2,0.588,appropriate,0,0.205,235.2,237.9,227.3,3.35,8.83,6.41,4,0,0,4,0,0,0,0.559,0.644,0.7
2,14,AS-IS,15-17,0,0,0,0,45,127,10.0,140.0,0,1,0.781,appropriate,0,0.131,202.8,190.5,238.7,3.61,8.02,6.46,2,0,2,0,0,0,0,0.559,0.644,0.7
2,15,AS-IS,15-17,0,0,0,0,35,108,8.08,160.4,3,2,0.658,appropriate,0,0.217,220.8,210.1,252.3,3.08,7.5,5.7,2,1,1,0,1,0,0,0.559,0.644,0.7
2,16,TO-BE,15-17,1,1,0,0,33,103,8.52,165.2,2,2,0.744,appropriate,0,0.181,196.1,172.6,265.0,3.92,6.68,5.58,0,0,1,0,0,0,0,0.559,0.644,0.7
2,17,TO-BE,15-17,1,1,1,0,32,104,9.32,175.8,0,2,0.704,appropriate,0,0.197,237.9,219.4,292.2,2.78,8.74,6.27,3,0,1,2,0,1,0,0.559,0.644,0.7
2,18,TO-BE,15-17,1,1,1,0,33,95,9.15,154.2,3,2,0.699,appropriate,0,0.204,182.2,171.6,213.4,2.86,7.42,5.76,3,0,3,0,0,0,0,0.559,0.644,0.7
2,19,TO-BE,15-17,0,1,1,0,33,106,9.6,179.9,0,2,0.59,appropriate,0,0.188,196.3,189.3,216.8,3.46,8.06,6.55,1,0,1,0,0,0,0,0.559,0.644,0.7
2,20,TO-BE,15-17,1,0,1,0,32,80,7.84,189.3,0,3,0.608,appropriate,0,0.3,247.4,228.6,302.7,3.07,7.39,5.65,0,0,3,1,0,0,1,0.559,0.644,0.7
2,21,TO-BE,15-17,0,1,1,0,36,97,8.06,167.3,3,2,0.553,appropriate,0,0.196,222.9,201.8,284.9,3.46,6.9,5.98,0,1,1,2,0,0,0,0.559,0.644,0.7
2,22,TO-BE,15-17,0,0,1,0,28,88,7.1,104.0,3,2,0.575,appropriate,0,0.231,207.4,196.7,239.0,3.01,5.3,4.52,4,1,1,2,0,0,0,0.559,0.644,0.7
2,23,TO-BE,15-17,1,1,1,0,37,103,10.0,156.9,0,1,0.903,appropriate,0,0.125,183.1,157.3,258.9,3.83,8.77,6.23,4,1,0,3,1,0,2,0.559,0.644,0.7
2,24,TO-BE,15-17,0,0,1,0,28,85,7.82,99.7,2,3,0.465,appropriate,0,0.297,223.0,224.4,218.7,3.44,6.16,5.01,1,0,3,1,0,0,0,0.559,0.644,0.7
2,25,TO-BE,15-17,1,1,1,0,23,78,7.18,122.4,0,2,0.68,appropriate,0,0.235,215.8,184.4,307.8,3.6,5.74,4.88,1,0,0,3,0,0,0,0.559,0.644,0.7
2,26,TO-BE,15-17,1,1,1,0,22,79,7.2,152.5,0,3,0.591,appropriate,0,0.3,224.2,221.2,233.0,3.95,5.93,5.82,5,1,2,2,0,0,0,0.559,0.644,0.7
2,27,TO-BE,15-17,1,0,0,0,42,123,9.82,149.7,0,2,0.751,appropriate,0,0.216,202.2,184.8,253.3,3.51,8.02,6.34,3,1,0,0,0,0,0,0.559,0.644,0.7
2,28,TO-BE,15-17,1,1,0,0,32,113,9.14,190.1,0,2,0.721,appropriate,0,0.208,182.2,159.2,249.8,3.46,7.71,6.35,0,0,0,0,1,0,0,0.559,0.644,0.7
2,29,TO-BE,15-17,1,0,1,0,27,71,7.63,150.8,2,3,0.425,appropriate,0,0.3,216.5,197.8,271.2,3.7,5.92,4.72,1,1,0,1,0,0,0,0.559,0.644,0.7
2,30,TO-BE,15-17,1,0,0,0,44,120,9.63,162.1,1,3,0.552,appropriate,0,0.3,213.3,203.4,242.5,3.74,7.91,6.89,2,0,0,1,0,0,0,0.559,0.644,0.7
3,1,AS-IS,15-17,0,0,0,0,42,135,9.77,190.9,0,3,0.388,appropriate,0,0.298,231.9,238.8,217.0,3.24,8.87,6.61,4,1,1,0,0,1,0,0.384,0.6,0.755
3,2,AS-IS,15-17,0,0,0,0,29,90,8.69,184.5,0,2,0.48,appropriate,0,0.229,219.2,203.1,254.1,3.15,8.14,6.02,2,0,2,0,0,0,0,0.384,0.6,0.755
3,3,AS-IS,15-17,0,0,0,0,32,111,9.16,140.4,0,1,0.556,appropriate,0,0.077,215.7,185.9,280.4,3.79,7.14,6.6,2,0,1,1,0,0,0,0.384,0.6,0.755
3,4,AS-IS,15-17,0,0,0,0,36,120,9.62,191.2,0,2,0.678,appropriate,0,0.229,272.1,279.2,256.6,3.66,8.49,6.55,3,1,2,2,1,0,0,0.384,0.6,0.755
3,5,AS-IS,15-17,0,0,0,0,39,131,10.0,169.0,0,2,0.604,appropriate,0,0.199,188.8,168.8,231.9,3.47,8.13,6.8,1,0,1,2,0,0,0,0.384,0.6,0.755
3,6,AS-IS,15-17,0,0,0,0,29,107,9.38,144.8,1,2,0.37,appropriate,0,0.181,204.3,198.3,217.3,3.52,7.41,5.43,1,1,2,2,0,0,0,0.384,0.6,0.755
3,7,AS-IS,15-17,0,0,0,1,5,35,5.03,85.7,0,1,0.666,appropriate,0,0.156,228.2,182.3,228.2,3.28,3.99,3.15,1,0,2,1,0,0,0,0.384,0.6,0.755
3,8,AS-IS,15-17,0,0,0,0,36,131,10.0,143.0,1,2,0.66,appropriate,0,0.25,228.6,222.7,241.2,2.45,7.11,6.59,5,0,0,2,0,0,0,0.384,0.6,0.755
3,9,AS-IS,15-17,0,0,0,0,44,140,10.0,175.5,1,2,0.491,appropriate,0,0.216,212.5,196.5,247.2,3.31,8.88,7.57,2,1,0,1,1,1,0,0.384,0.6,0.755
3,10,AS-IS,15-17,0,0,0,0,45,140,10.0,194.9,0,1,0.708,appropriate,0,0.123,195.8,198.3,190.2,2.85,8.06,7.32,2,0,1,1,0,0,1,0.384,0.6,0.755
3,11,AS-IS,15-17,0,0,0,0,40,130,10.0,204.9,1,3,0.542,appropriate,0,0.3,248.3,241.5,263.2,3.48,8.48,6.74,2,0,1,0,0,0,0,0.384,0.6,0.755
3,12,AS-IS,15-17,0,0,0,0,37,109,9.34,150.8,3,1,0.76,appropriate,0,0.069,200.8,205.7,190.1,3.16,7.66,6.23,2,0,0,1,1,1,0,0.384,0.6,0.755
3,13,AS-IS,15-17,0,0,0,0,36,105,8.19,194.0,0,2,0.705,appropriate,0,0.211,215.8,221.0,204.4,3.86,7.23,6.45,5,1,0,2,0,1,0,0.384,0.6,0.755
3,14,AS-IS,15-17,0,0,0,0,39,124,9.96,197.5,0,1,0.771,appropriate,0,0.103,185.7,167.8,224.3,4.06,9.13,7.41,1,1,1,0,0,0,0,0.384,0.6,0.755
3,15,AS-IS,15-17,0,0,0,0,36,123,10.0,199.2,0,1,0.729,appropriate,0,0.098,228.7,202.1,286.4,2.98,8.66,6.91,4,1,1,1,1,1,0,0.384,0.6,0.755
3,16,TO-BE,15-17,0,0,1,1,0,37,5.73,107.8,2,1,0.602,appropriate,0,0.086,237.2,136.2,237.2,3.63,4.27,3.89,1,0,7,2,0,0,0,0.384,0.6,0.755
3,17,TO-BE,15-17,1,0,0,0,25,118,9.7,170.9,0,2,0.696,appropriate,0,0.241,204.3,176.7,264.0,3.81,8.35,7.0,2,1,1,1,0,0,0,0.384,0.6,0.755
3,18,TO-BE,15-17,0,1,1,0,28,96,8.85,125.8,0,1,0.645,appropriate,0,0.118,179.2,162.8,214.8,3.16,7.16,5.87,6,1,2,2,0,0,1,0.384,0.6,0.755
3,19,TO-BE,15-17,1,0,1,0,27,86,8.32,143.0,0,2,0.713,appropriate,0,0.202,170.6,157.2,199.6,4.04,6.98,5.86,5,0,0,1,0,0,0,0.384,0.6,0.755
3,20,TO-BE,15-17,0,0,1,0,26,105,8.67,121.0,0,3,0.324,appropriate,0,0.3,256.7,268.9,230.1,2.69,7.1,5.42,1,0,1,2,0,0,0,0.384,0.6,0.755
3,21,TO-BE,15-17,1,1,1,0,27,95,8.45,167.8,2,3,0.663,appropriate,0,0.287,187.4,159.4,248.1,3.94,7.39,5.54,2,0,1,0,0,0,0,0.384,0.6,0.755
3,22,TO-BE,15-17,1,0,1,0,37,101,9.21,161.6,0,3,0.67,appropriate,0,0.299,192.7,182.3,215.3,3.59,7.73,6.73,2,1,0,0,0,0,0,0.384,0.6,0.755
3,23,TO-BE,15-17,1,0,0,0,35,138,10.0,219.1,0,1,0.808,appropriate,0,0.09,179.0,153.4,234.5,3.8,8.91,7.0,3,0,2,2,0,1,0,0.384,0.6,0.755
3,24,TO-BE,15-17,1,0,1,0,24,89,7.75,135.4,0,2,0.637,appropriate,0,0.2,187.6,165.4,235.7,3.14,6.61,4.9,0,0,2,0,0,0,0,0.384,0.6,0.755
3,25,TO-BE,15-17,1,1,1,0,23,67,7.12,136.3,0,1,0.836,appropriate,0,0.137,165.3,143.8,211.8,3.25,5.82,4.89,2,0,0,0,0,0,2,0.384,0.6,0.755
3,26,TO-BE,15-17,1,1,1,1,0,49,5.08,72.1,0,1,0.799,appropriate,0,0.173,173.7,151.1,173.7,2.33,3.78,3.1,1,1,1,1,0,0,0,0.384,0.6,0.755
3,27,TO-BE,15-17,1,1,1,0,29,96,9.15,163.6,1,2,0.729,appropriate,0,0.244,189.8,178.2,215.0,3.31,7.75,6.72,3,1,2,0,0,0,0,0.384,0.6,0.755
3,28,TO-BE,15-17,0,0,1,0,36,120,10.0,176.0,0,3,0.381,appropriate,0,0.269,198.5,192.8,210.7,2.74,8.39,7.04,3,0,1,0,0,0,0,0.384,0.6,0.755
3,29,TO-BE,15-17,1,1,1,0,32,86,8.15,140.2,0,1,0.782,appropriate,0,0.13,166.8,154.9,192.7,3.13,6.77,5.9,4,0,1,1,0,0,0,0.384,0.6,0.755
3,30,TO-BE,15-17,1,1,0,0,30,111,9.56,135.1,0,1,0.764,appropriate,0,0.081,183.4,172.7,206.4,3.78,7.11,6.15,5,0,2,2,0,0,0,0.384,0.6,0.755
4,1,AS-IS,15-17,0,0,0,1,9,39,4.99,64.9,3,2,0.429,appropriate,0,0.226,308.5,251.0,308.5,2.38,3.51,3.22,1,0,2,1,1,0,0,0.57,0.296,0.589
4,2,AS-IS,15-17,0,0,0,0,29,89,6.35,117.5,0,2,0.573,appropriate,0,0.226,247.8,237.0,280.0,3.24,5.23,4.08,3,1,0,1,0,0,0,0.57,0.296,0.589
4,3,AS-IS,15-17,0,0,0,0,35,118,9.48,221.3,0,1,0.674,appropriate,0,0.03,263.7,245.5,318.2,2.79,8.71,7.32,1,0,1,0,0,0,0,0.57,0.296,0.589
4,4,AS-IS,15-17,0,0,0,0,31,107,9.19,193.0,0,1,0.594,appropriate,0,0.071,244.9,241.0,256.6,2.93,7.97,6.32,0,0,1,0,0,0,0,0.57,0.296,0.589
4,5,AS-IS,15-17,0,0,0,0,34,126,8.81,219.7,0,1,0.462,appropriate,0,0.088,260.9,251.2,290.2,2.4,7.83,6.55,2,1,2,2,0,0,0,0.57,0.296,0.589
4,6,AS-IS,15-17,0,0,0,0,42,133,10.0,159.8,0,1,0.645,appropriate,0,0.11,194.1,173.6,255.5,3.32,8.15,6.3,1,0,0,1,0,0,0,0.57,0.296,0.589
4,7,AS-IS,15-17,0,0,0,0,31,118,8.92,127.4,0,2,0.504,appropriate,0,0.176,219.2,190.0,306.3,3.73,7.51,5.79,0,0,3,1,0,1,0,0.57,0.296,0.589
4,8,AS-IS,15-17,0,0,0,0,39,140,10.0,192.6,2,2,0.375,appropriate,0,0.179,258.3,243.1,303.8,3.65,8.08,7.28,0,0,0,2,1,1,0,0.57,0.296,0.589
4,9,AS-IS,15-17,0,0,0,0,36,103,7.98,157.4,0,3,0.361,appropriate,0,0.3,263.3,235.7,345.9,2.65,6.63,5.83,3,0,1,3,0,0,0,0.57,0.296,0.589
4,10,AS-IS,15-17,0,0,0,0,38,132,10.0,159.1,0,1,0.75,appropriate,0,0.112,233.0,211.4,297.7,2.67,7.98,6.46,4,0,1,2,0,0,0,0.57,0.296,0.589
4,11,AS-IS,15-17,0,0,0,0,39,117,8.97,148.9,3,1,0.698,appropriate,0,0.078,223.7,205.8,277.1,2.77,7.11,6.61,0,0,0,0,0,0,0,0.57,0.296,0.589
4,12,AS-IS,15-17,0,0,0,1,8,35,4.52,157.1,1,2,0.405,appropriate,0,0.155,266.2,235.7,266.2,2.22,4.79,3.84,1,0,2,0,0,1,0,0.57,0.296,0.589
4,13,AS-IS,15-17,0,0,0,0,35,87,8.3,132.9,1,2,0.508,appropriate,0,0.173,213.8,184.1,302.5,3.01,6.52,5.11,0,0,0,2,0,0,0,0.57,0.296,0.589
4,14,AS-IS,15-17,0,0,0,0,34,102,7.3,144.5,2,1,0.601,appropriate,0,0.122,204.9,186.0,261.5,2.26,6.6,5.31,4,0,2,0,0,0,0,0.57,0.296,0.589
4,15,AS-IS,15-17,0,0,0,0,45,135,10.0,164.2,0,3,0.364,appropriate,0,0.3,248.6,239.3,276.4,2.2,8.15,6.68,1,0,2,1,1,0,0,0.57,0.296,0.589
4,16,TO-BE,15-17,1,0,1,0,32,95,8.87,163.8,3,2,0.526,appropriate,0,0.222,210.7,202.9,234.0,2.94,6.61,5.96,0,0,1,1,1,0,0,0.57,0.296,0.589
4,17,TO-BE,15-17,1,0,1,0,31,76,7.31,164.3,1,1,0.676,appropriate,0,0.093,183.0,153.7,270.5,3.29,7.19,5.07,2,0,1,1,0,0,0,0.57,0.296,0.589
4,18,TO-BE,15-17,1,0,1,0,40,115,8.85,167.9,1,3,0.51,appropriate,0,0.3,233.8,212.6,297.2,3.13,7.39,5.94,2,1,2,1,0,0,1,0.57,0.296,0.589
4,19,TO-BE,15-17,1,1,0,0,36,105,9.55,136.2,2,1,0.714,appropriate,0,0.095,218.0,211.4,237.7,3.06,7.68,6.44,2,0,2,0,0,0,0,0.57,0.296,0.589
4,20,TO-BE,15-17,1,0,1,0,36,101,9.44,168.4,0,1,0.752,appropriate,0,0.067,220.3,197.7,287.8,3.15,7.21,6.24,1,1,3,1,0,0,0,0.57,0.296,0.589
4,21,TO-BE,15-17,1,1,1,0,20,76,6.67,111.0,2,1,0.483,appropriate,0,0.105,216.9,197.8,273.9,2.98,5.74,4.43,3,1,3,1,0,0,1,0.57,0.296,0.589
4,22,TO-BE,15-17,1,1,1,0,35,99,8.18,164.5,2,3,0.579,appropriate,0,0.3,243.8,229.9,285.5,3.0,6.99,5.64,2,1,2,1,0,0,0,0.57,0.296,0.589
4,23,TO-BE,15-17,0,0,1,0,30,88,8.2,138.9,4,1,0.675,appropriate,0,0.079,186.1,178.2,209.8,2.07,5.98,4.87,2,0,3,2,0,0,0,0.57,0.296,0.589
4,24,TO-BE,15-17,1,0,1,0,33,87,7.76,116.9,1,1,0.687,appropriate,0,0.072,172.5,147.0,248.9,3.28,5.8,5.94,4,0,0,2,0,0,0,0.57,0.296,0.589
4,25,TO-BE,15-17,1,1,1,0,27,74,6.62,107.7,0,3,0.459,appropriate,0,0.282,251.5,237.4,293.9,3.14,5.04,4.38,2,1,2,1,0,0,0,0.57,0.296,0.589
4,26,TO-BE,15-17,1,1,1,0,24,89,7.31,179.7,0,1,0.707,appropriate,0,0.109,185.9,187.2,181.9,2.62,6.59,5.39,1,0,1,1,0,0,0,0.57,0.296,0.589
4,27,TO-BE,15-17,0,1,1,0,31,88,7.59,134.2,1,3,0.33,appropriate,0,0.3,249.3,248.1,252.8,2.3,5.53,5.44,2,0,2,0,0,0,0,0.57,0.296,0.589
4,28,TO-BE,15-17,1,1,1,0,21,83,6.64,113.7,4,2,0.583,appropriate,0,0.22,218.5,193.9,292.2,2.64,4.52,4.14,3,1,4,1,1,0,1,0.57,0.296,0.589
4,29,TO-BE,15-17,0,0,1,0,28,83,7.76,161.5,1,1,0.498,appropriate,0,0.159,203.9,190.0,245.3,2.74,6.61,5.37,1,1,2,0,0,1,1,0.57,0.296,0.589
4,30,TO-BE,15-17,0,1,0,0,39,97,7.51,116.8,0,1,0.473,appropriate,0,0.078,175.7,156.5,233.0,3.31,6.12,5.06,1,1,0,1,1,0,0,0.57,0.296,0.589
5,1,AS-IS,13-14,0,0,0,0,51,140,10.0,152.4,0,3,0.286,appropriate,0,0.293,249.4,218.3,324.5,3.0,8.21,6.42,3,1,2,1,1,0,0,0.451,0.134,0.957
5,2,AS-IS,13-14,0,0,0,0,33,117,10.0,174.0,0,2,0.425,appropriate,0,0.207,278.4,273.9,289.3,3.23,8.48,6.43,2,0,2,4,0,0,0,0.451,0.134,0.957
5,3,AS-IS,13-14,0,0,0,0,37,131,10.0,194.8,0,2,0.56,appropriate,0,0.203,227.1,200.7,291.1,2.83,8.88,7.03,2,0,1,0,0,0,0,0.451,0.134,0.957
5,4,AS-IS,13-14,0,0,0,0,49,140,10.0,195.4,0,2,0.517,appropriate,0,0.171,255.4,245.9,278.5,2.58,8.28,7.1,2,0,1,1,0,0,0,0.451,0.134,0.957
5,5,AS-IS,13-14,0,0,0,0,28,121,9.86,196.4,0,1,0.55,appropriate,0,0.081,238.5,225.8,269.2,2.2,8.35,7.21,2,0,3,2,1,0,1,0.451,0.134,0.957
5,6,AS-IS,13-14,0,0,0,0,41,140,10.0,150.0,0,2,0.407,appropriate,0,0.18,270.0,247.5,324.5,2.55,8.27,6.72,2,0,1,1,0,0,0,0.451,0.134,0.957
5,7,AS-IS,13-14,0,0,0,0,32,105,10.0,166.3,0,1,0.548,appropriate,0,0.064,247.0,242.0,258.9,3.19,8.06,6.5,4,1,1,0,1,0,0,0.451,0.134,0.957
5,8,AS-IS,13-14,0,0,0,0,35,108,9.03,145.5,0,2,0.308,appropriate,0,0.136,282.7,266.9,320.9,2.23,7.31,6.48,0,1,0,0,1,0,0,0.451,0.134,0.957
5,9,AS-IS,13-14,0,0,0,0,40,139,10.0,164.2,0,1,0.567,appropriate,0,0.111,214.8,177.4,305.4,2.4,8.6,6.68,4,0,1,0,0,0,0,0.451,0.134,0.957
5,10,AS-IS,13-14,0,0,0,1,13,56,6.25,78.7,0,3,0.269,appropriate,0,0.3,308.0,224.2,308.0,2.58,4.62,4.3,0,0,0,0,0,0,0,0.451,0.134,0.957
